EventGroupName,transect,LocationID,Dead,Unrooted,HitsInQuadrat,family,genus,species,nativity
Spring_2020,A,MGP_01_HWY,FALSE,FALSE,0,LICHEN,LICHEN,LICHEN,NOTPLANT
Spring_2020,A,MGP_01_HWY,FALSE,FALSE,0,MOSS,MOSS,MOSS,NOTPLANT
Spring_2020,A,MGP_01_HWY,FALSE,FALSE,0,ROCK,ROCK,ROCK,NOTPLANT
Spring_2020,A,MGP_01_HWY,FALSE,FALSE,0,WATER,WATER,WATER,NOTPLANT
Spring_2020,A,MGP_01_HWY,FALSE,FALSE,0,WOOD,WOOD,WOOD,NOTPLANT
Spring_2020,A,MGP_01_HWY,FALSE,FALSE,0,BARE GROUND,BARE GROUND,BARE GROUND,NOTPLANT
Spring_2020,A,MGP_01_HWY,FALSE,FALSE,0,LICHEN,LICHEN,LICHEN,NOTPLANT
Spring_2020,A,MGP_01_HWY,FALSE,FALSE,0,LITTER,LITTER,LITTER,NOTPLANT
Spring_2020,A,MGP_01_HWY,FALSE,FALSE,0,MOSS,MOSS,MOSS,NOTPLANT
Spring_2020,A,MGP_01_HWY,FALSE,FALSE,0,ROCK,ROCK,ROCK,NOTPLANT
Spring_2020,A,MGP_01_HWY,FALSE,FALSE,0,WATER,WATER,WATER,NOTPLANT
Spring_2020,A,MGP_01_HWY,FALSE,FALSE,0,WOOD,WOOD,WOOD,NOTPLANT
Spring_2020,A,MGP_01_HWY,FALSE,FALSE,0,POACEAE,Briza,maxima,NATURALIZED
Spring_2020,A,MGP_01_HWY,FALSE,FALSE,0,POACEAE,Brachypodium,distachyon,NATURALIZED
Spring_2020,A,MGP_01_HWY,FALSE,FALSE,0,POACEAE,UNKNOWN POACEAE,UNKNOWN POACEAE,UNKNOWN
Spring_2020,A,MGP_01_HWY,FALSE,FALSE,0,POACEAE,UNKNOWN POACEAE,UNKNOWN POACEAE,UNKNOWN
Spring_2020,A,MGP_01_HWY,FALSE,FALSE,0,PLANTAGINACEAE,Plantago,lanceolata,NATURALIZED
Spring_2020,A,MGP_01_HWY,FALSE,FALSE,0,LAMIACEAE,UNKNOWN LAMIACEAE,UNKNOWN LAMIACEAE,UNKNOWN
Spring_2020,A,MGP_01_HWY,FALSE,FALSE,0,POACEAE,UNKNOWN POACEAE,UNKNOWN POACEAE,UNKNOWN
Spring_2020,A,MGP_01_HWY,FALSE,FALSE,0,POACEAE,Danthonia,californica,NATIVE
Spring_2020,B,MGP_01_HWY,FALSE,FALSE,1,BARE GROUND,BARE GROUND,BARE GROUND,NOTPLANT
Spring_2020,B,MGP_01_HWY,FALSE,FALSE,0,LICHEN,LICHEN,LICHEN,NOTPLANT
Spring_2020,B,MGP_01_HWY,FALSE,FALSE,6,LITTER,LITTER,LITTER,NOTPLANT
Spring_2020,B,MGP_01_HWY,FALSE,FALSE,0,MOSS,MOSS,MOSS,NOTPLANT
Spring_2020,B,MGP_01_HWY,FALSE,FALSE,0,ROCK,ROCK,ROCK,NOTPLANT
Spring_2020,B,MGP_01_HWY,FALSE,FALSE,0,WATER,WATER,WATER,NOTPLANT
Spring_2020,B,MGP_01_HWY,FALSE,FALSE,0,WOOD,WOOD,WOOD,NOTPLANT
Spring_2020,B,MGP_01_HWY,FALSE,FALSE,8,POACEAE,Briza,maxima,NATURALIZED
Spring_2020,B,MGP_01_HWY,FALSE,FALSE,22,POACEAE,Brachypodium,distachyon,NATURALIZED
Spring_2020,B,MGP_01_HWY,FALSE,FALSE,3,POACEAE,UNKNOWN POACEAE,UNKNOWN POACEAE,UNKNOWN
Spring_2020,B,MGP_01_HWY,FALSE,FALSE,20,POACEAE,UNKNOWN POACEAE,UNKNOWN POACEAE,UNKNOWN
Spring_2020,B,MGP_01_HWY,FALSE,FALSE,20,PLANTAGINACEAE,Plantago,lanceolata,NATURALIZED
Spring_2020,B,MGP_01_HWY,FALSE,FALSE,3,LAMIACEAE,UNKNOWN LAMIACEAE,UNKNOWN LAMIACEAE,UNKNOWN
Spring_2020,B,MGP_01_HWY,FALSE,FALSE,1,POACEAE,UNKNOWN POACEAE,UNKNOWN POACEAE,UNKNOWN
Spring_2020,B,MGP_01_HWY,FALSE,FALSE,3,POACEAE,Danthonia,californica,NATIVE
Spring_2020,B,MGP_01_HWY,FALSE,FALSE,1,POACEAE,UNKNOWN POACEAE,UNKNOWN POACEAE,UNKNOWN
Spring_2020,B,MGP_01_HWY,FALSE,FALSE,3,POACEAE,UNKNOWN POACEAE,UNKNOWN POACEAE,UNKNOWN
Spring_2020,B,MGP_01_HWY,FALSE,FALSE,1,PLANTAGINACEAE,Plantago,erecta,NATIVE
Spring_2020,B,MGP_01_HWY,FALSE,FALSE,1,POACEAE,Briza,minor,NATURALIZED
Spring_2020,B,MGP_01_HWY,FALSE,FALSE,2,POACEAE,Avena,barbata,NATURALIZED
Spring_2020,B,MGP_01_HWY,FALSE,FALSE,5,POACEAE,UNKNOWN POACEAE,UNKNOWN POACEAE,UNKNOWN
Spring_2020,B,MGP_01_HWY,FALSE,FALSE,1,POACEAE,UNKNOWN POACEAE,UNKNOWN POACEAE,UNKNOWN
Spring_2020,B,MGP_01_HWY,FALSE,FALSE,1,ROSACEAE,FRAGERIA,UNKNOWN FRAGERIA,UNKNOWN
Spring_2020,C,MGP_01_HWY,FALSE,FALSE,0,BARE GROUND,BARE GROUND,BARE GROUND,NOTPLANT
Spring_2020,C,MGP_01_HWY,FALSE,FALSE,0,LICHEN,LICHEN,LICHEN,NOTPLANT
Spring_2020,C,MGP_01_HWY,FALSE,FALSE,18,LITTER,LITTER,LITTER,NOTPLANT
Spring_2020,C,MGP_01_HWY,FALSE,FALSE,0,MOSS,MOSS,MOSS,NOTPLANT
Spring_2020,C,MGP_01_HWY,FALSE,FALSE,0,ROCK,ROCK,ROCK,NOTPLANT
Spring_2020,C,MGP_01_HWY,FALSE,FALSE,0,WATER,WATER,WATER,NOTPLANT
Spring_2020,C,MGP_01_HWY,FALSE,FALSE,0,WOOD,WOOD,WOOD,NOTPLANT
Spring_2020,C,MGP_01_HWY,FALSE,FALSE,30,POACEAE,Brachypodium,distachyon,NATURALIZED
Spring_2020,C,MGP_01_HWY,FALSE,FALSE,6,ASTERACEAE,Baccharis,pilularis,NATIVE
Spring_2020,C,MGP_01_HWY,FALSE,FALSE,3,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Spring_2020,C,MGP_01_HWY,FALSE,FALSE,4,POACEAE,Avena,fatua,NATURALIZED
Spring_2020,C,MGP_01_HWY,FALSE,FALSE,7,ASTERACEAE,Hypochaeris,radicata,NATURALIZED
Spring_2020,C,MGP_01_HWY,FALSE,FALSE,2,POACEAE,UNKNOWN POACEAE,UNKNOWN POACEAE,UNKNOWN
Spring_2020,C,MGP_01_HWY,FALSE,FALSE,2,ASTERACEAE,Hypochaeris,glabra,NATURALIZED
Spring_2020,C,MGP_01_HWY,FALSE,FALSE,1,POACEAE,UNKNOWN POACEAE,UNKNOWN POACEAE,UNKNOWN
Spring_2020,C,MGP_01_HWY,FALSE,FALSE,1,POACEAE,UNKNOWN POACEAE,UNKNOWN POACEAE,UNKNOWN
Spring_2020,C,MGP_01_HWY,FALSE,FALSE,1,POACEAE,UNKNOWN POACEAE,UNKNOWN POACEAE,UNKNOWN
Spring_2020,C,MGP_01_HWY,FALSE,FALSE,1,PLANTAGINACEAE,Plantago,lanceolata,NATURALIZED
Spring_2020,C,MGP_01_HWY,FALSE,FALSE,7,POACEAE,UNKNOWN POACEAE,UNKNOWN POACEAE,UNKNOWN
Spring_2020,C,MGP_01_HWY,FALSE,FALSE,1,POACEAE,UNKNOWN POACEAE,UNKNOWN POACEAE,UNKNOWN
Spring_2020,A,MGP_02_OLH,FALSE,FALSE,0,BARE GROUND,BARE GROUND,BARE GROUND,NOTPLANT
Spring_2020,A,MGP_02_OLH,FALSE,FALSE,0,LICHEN,LICHEN,LICHEN,NOTPLANT
Spring_2020,A,MGP_02_OLH,FALSE,FALSE,4,LITTER,LITTER,LITTER,NOTPLANT
Spring_2020,A,MGP_02_OLH,FALSE,FALSE,0,MOSS,MOSS,MOSS,NOTPLANT
Spring_2020,A,MGP_02_OLH,FALSE,FALSE,0,ROCK,ROCK,ROCK,NOTPLANT
Spring_2020,A,MGP_02_OLH,FALSE,FALSE,0,WATER,WATER,WATER,NOTPLANT
Spring_2020,A,MGP_02_OLH,FALSE,FALSE,0,WOOD,WOOD,WOOD,NOTPLANT
Spring_2020,A,MGP_02_OLH,FALSE,FALSE,43,POACEAE,Brachypodium,distachyon,NATURALIZED
Spring_2020,A,MGP_02_OLH,FALSE,TRUE,2,ASTERACEAE,Baccharis,pilularis,NATIVE
Spring_2020,A,MGP_02_OLH,FALSE,FALSE,0,CONVOLVULACEAE,Dichondra,donelliana,NATIVE
Spring_2020,A,MGP_02_OLH,FALSE,FALSE,7,PLANTAGINACEAE,Plantago,lanceolata,NATURALIZED
Spring_2020,A,MGP_02_OLH,FALSE,FALSE,7,POACEAE,Danthonia,californica,NATIVE
Spring_2020,A,MGP_02_OLH,FALSE,FALSE,0,POACEAE,Avena,barbata,NATURALIZED
Spring_2020,A,MGP_02_OLH,FALSE,FALSE,2,POACEAE,Stipa,pulchra,NATIVE
Spring_2020,B,MGP_02_OLH,FALSE,FALSE,0,BARE GROUND,BARE GROUND,BARE GROUND,NOTPLANT
Spring_2020,B,MGP_02_OLH,FALSE,FALSE,0,LICHEN,LICHEN,LICHEN,NOTPLANT
Spring_2020,B,MGP_02_OLH,FALSE,FALSE,15,LITTER,LITTER,LITTER,NOTPLANT
Spring_2020,B,MGP_02_OLH,FALSE,FALSE,0,MOSS,MOSS,MOSS,NOTPLANT
Spring_2020,B,MGP_02_OLH,FALSE,FALSE,0,ROCK,ROCK,ROCK,NOTPLANT
Spring_2020,B,MGP_02_OLH,FALSE,FALSE,0,WATER,WATER,WATER,NOTPLANT
Spring_2020,B,MGP_02_OLH,FALSE,FALSE,0,WOOD,WOOD,WOOD,NOTPLANT
Spring_2020,B,MGP_02_OLH,FALSE,FALSE,35,POACEAE,Brachypodium,distachyon,NATURALIZED
Spring_2020,B,MGP_02_OLH,FALSE,FALSE,8,ASTERACEAE,UNKNOWN ASTERACEAE,UNKNOWN ASTERACEAE,UNKNOWN
Spring_2020,B,MGP_02_OLH,FALSE,FALSE,4,POACEAE,Avena,barbata,NATURALIZED
Spring_2020,B,MGP_02_OLH,FALSE,FALSE,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Spring_2020,B,MGP_02_OLH,FALSE,FALSE,6,POACEAE,Festuca,bromoides,NATURALIZED
Spring_2020,B,MGP_02_OLH,FALSE,FALSE,0,PLANTAGINACEAE,Plantago,erecta,NATIVE
Spring_2020,B,MGP_02_OLH,FALSE,FALSE,1,PLANTAGINACEAE,Plantago,lanceolata,NATURALIZED
Spring_2020,B,MGP_02_OLH,FALSE,FALSE,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Spring_2020,B,MGP_02_OLH,FALSE,FALSE,7,POACEAE,Stipa,pulchra,NATIVE
Spring_2020,B,MGP_02_OLH,FALSE,FALSE,0,POACEAE,Festuca,perennis,NATURALIZED
Spring_2020,B,MGP_02_OLH,FALSE,FALSE,2,SOLANACEAE,UNKNOWN SOLANACEAE,UNKNOWN SOLANACEAE,UNKNOWN
Spring_2020,B,MGP_02_OLH,FALSE,FALSE,1,POACEAE,Danthonia,californica,NATIVE
Spring_2020,B,MGP_02_OLH,FALSE,FALSE,0,FABACEAE,VISCIA,UNKNOWN VISCIA,UNKNOWN
Spring_2020,C,MGP_02_OLH,FALSE,FALSE,0,BARE GROUND,BARE GROUND,BARE GROUND,NOTPLANT
Spring_2020,C,MGP_02_OLH,FALSE,FALSE,0,LICHEN,LICHEN,LICHEN,NOTPLANT
Spring_2020,C,MGP_02_OLH,FALSE,FALSE,9,LITTER,LITTER,LITTER,NOTPLANT
Spring_2020,C,MGP_02_OLH,FALSE,FALSE,0,MOSS,MOSS,MOSS,NOTPLANT
Spring_2020,C,MGP_02_OLH,FALSE,FALSE,0,ROCK,ROCK,ROCK,NOTPLANT
Spring_2020,C,MGP_02_OLH,FALSE,FALSE,0,WATER,WATER,WATER,NOTPLANT
Spring_2020,C,MGP_02_OLH,FALSE,FALSE,0,WOOD,WOOD,WOOD,NOTPLANT
Spring_2020,C,MGP_02_OLH,FALSE,FALSE,39,POACEAE,Brachypodium,distachyon,NATURALIZED
Spring_2020,C,MGP_02_OLH,FALSE,FALSE,2,ASTERACEAE,Baccharis,pilularis,NATIVE
Spring_2020,C,MGP_02_OLH,FALSE,TRUE,2,ASTERACEAE,Baccharis,pilularis,NATIVE
Spring_2020,C,MGP_02_OLH,TRUE,FALSE,6,ASTERACEAE,Baccharis,pilularis,NATIVE
Spring_2020,C,MGP_02_OLH,FALSE,FALSE,2,ASTERACEAE,Pseudognaphalium,californicum,NATIVE
Spring_2020,C,MGP_02_OLH,FALSE,FALSE,1,POACEAE,Avena,barbata,NATURALIZED
Spring_2020,C,MGP_02_OLH,FALSE,FALSE,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Spring_2020,C,MGP_02_OLH,FALSE,FALSE,0,ASTERACEAE,Carduus,pycnocephalus,NATURALIZED
Spring_2020,C,MGP_02_OLH,FALSE,FALSE,7,PLANTAGINACEAE,Plantago,lanceolata,NATURALIZED
Spring_2020,C,MGP_02_OLH,FALSE,FALSE,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Spring_2020,C,MGP_02_OLH,FALSE,FALSE,0,POACEAE,Hordeum,depressum,NATIVE
Spring_2020,C,MGP_02_OLH,FALSE,FALSE,1,POACEAE,Stipa,pulchra,NATIVE
Spring_2020,C,MGP_02_OLH,FALSE,FALSE,0,POACEAE,Festuca,perennis,NATURALIZED
Spring_2020,C,MGP_02_OLH,TRUE,TRUE,1,ASTERACEAE,Baccharis,pilularis,NATIVE
Spring_2020,C,MGP_02_OLH,FALSE,FALSE,1,POACEAE,Danthonia,californica,NATIVE
Spring_2020,C,MGP_02_OLH,FALSE,FALSE,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Spring_2020,C,MGP_02_OLH,FALSE,FALSE,1,MYRSINACEAE,Lysimachia,arvensis,NATURALIZED
Spring_2020,A,MGP_03_POL,FALSE,FALSE,0,BARE GROUND,BARE GROUND,BARE GROUND,NOTPLANT
Spring_2020,A,MGP_03_POL,FALSE,FALSE,0,LICHEN,LICHEN,LICHEN,NOTPLANT
Spring_2020,A,MGP_03_POL,FALSE,FALSE,8,LITTER,LITTER,LITTER,NOTPLANT
Spring_2020,A,MGP_03_POL,FALSE,FALSE,0,MOSS,MOSS,MOSS,NOTPLANT
Spring_2020,A,MGP_03_POL,FALSE,FALSE,0,ROCK,ROCK,ROCK,NOTPLANT
Spring_2020,A,MGP_03_POL,FALSE,FALSE,0,WATER,WATER,WATER,NOTPLANT
Spring_2020,A,MGP_03_POL,FALSE,FALSE,0,WOOD,WOOD,WOOD,NOTPLANT
Spring_2020,A,MGP_03_POL,FALSE,FALSE,38,POACEAE,Brachypodium,distachyon,NATURALIZED
Spring_2020,A,MGP_03_POL,FALSE,FALSE,31,POACEAE,Briza,maxima,NATURALIZED
Spring_2020,A,MGP_03_POL,FALSE,FALSE,2,POACEAE,Avena,barbata,NATURALIZED
Spring_2020,A,MGP_03_POL,FALSE,FALSE,21,PLANTAGINACEAE,Plantago,lanceolata,NATURALIZED
Spring_2020,A,MGP_03_POL,FALSE,FALSE,4,POACEAE,Stipa,pulchra,NATIVE
Spring_2020,A,MGP_03_POL,FALSE,FALSE,1,POACEAE,Briza,minor,NATURALIZED
Spring_2020,A,MGP_03_POL,FALSE,FALSE,2,POACEAE,UNKNOWN POACEAE,UNKNOWN POACEAE,UNKNOWN
Spring_2020,A,MGP_03_POL,FALSE,FALSE,1,POACEAE,Danthonia,californica,NATIVE
Spring_2020,A,MGP_03_POL,FALSE,FALSE,0,FABACEAE,VISCIA,UNKNOWN VISCIA,UNKNOWN
Spring_2020,A,MGP_03_POL,FALSE,FALSE,1,FABACEAE,VISCIA,UNKNOWN VISCIA,UNKNOWN
Spring_2020,B,MGP_03_POL,FALSE,FALSE,0,BARE GROUND,BARE GROUND,BARE GROUND,NOTPLANT
Spring_2020,B,MGP_03_POL,FALSE,FALSE,0,LICHEN,LICHEN,LICHEN,NOTPLANT
Spring_2020,B,MGP_03_POL,FALSE,FALSE,1,LITTER,LITTER,LITTER,NOTPLANT
Spring_2020,B,MGP_03_POL,FALSE,FALSE,0,MOSS,MOSS,MOSS,NOTPLANT
Spring_2020,B,MGP_03_POL,FALSE,FALSE,0,ROCK,ROCK,ROCK,NOTPLANT
Spring_2020,B,MGP_03_POL,FALSE,FALSE,0,WATER,WATER,WATER,NOTPLANT
Spring_2020,B,MGP_03_POL,FALSE,FALSE,0,WOOD,WOOD,WOOD,NOTPLANT
Spring_2020,B,MGP_03_POL,TRUE,TRUE,40,ASTERACEAE,Baccharis,pilularis,NATIVE
Spring_2020,B,MGP_03_POL,FALSE,FALSE,4,POACEAE,Briza,maxima,NATURALIZED
Spring_2020,B,MGP_03_POL,FALSE,FALSE,2,POACEAE,Stipa,pulchra,NATIVE
Spring_2020,B,MGP_03_POL,FALSE,FALSE,2,PLANTAGINACEAE,Plantago,lanceolata,NATURALIZED
Spring_2020,B,MGP_03_POL,FALSE,FALSE,6,POACEAE,Festuca,bromoides,NATURALIZED
Spring_2020,B,MGP_03_POL,FALSE,FALSE,10,ASTERACEAE,Baccharis,pilularis,NATIVE
Spring_2020,B,MGP_03_POL,TRUE,FALSE,11,ASTERACEAE,Baccharis,pilularis,NATIVE
Spring_2020,B,MGP_03_POL,FALSE,FALSE,2,POACEAE,Briza,minor,NATURALIZED
Spring_2020,B,MGP_03_POL,FALSE,FALSE,3,POACEAE,Brachypodium,distachyon,NATURALIZED
Spring_2020,B,MGP_03_POL,FALSE,FALSE,2,ROSACEAE,FRAGARIA,UNKNOWN FRAGARIA,UNKNOWN
Spring_2020,B,MGP_03_POL,FALSE,TRUE,9,ASTERACEAE,Baccharis,pilularis,NATIVE
Spring_2020,B,MGP_03_POL,FALSE,FALSE,0,PHRYMACEAE,Diplacus,aurantiacus,NATIVE
Spring_2020,C,MGP_03_POL,FALSE,FALSE,0,BARE GROUND,BARE GROUND,BARE GROUND,NOTPLANT
Spring_2020,C,MGP_03_POL,FALSE,FALSE,0,LICHEN,LICHEN,LICHEN,NOTPLANT
Spring_2020,C,MGP_03_POL,FALSE,FALSE,9,LITTER,LITTER,LITTER,NOTPLANT
Spring_2020,C,MGP_03_POL,FALSE,FALSE,0,MOSS,MOSS,MOSS,NOTPLANT
Spring_2020,C,MGP_03_POL,FALSE,FALSE,0,ROCK,ROCK,ROCK,NOTPLANT
Spring_2020,C,MGP_03_POL,FALSE,FALSE,0,WATER,WATER,WATER,NOTPLANT
Spring_2020,C,MGP_03_POL,FALSE,FALSE,0,WOOD,WOOD,WOOD,NOTPLANT
Spring_2020,C,MGP_03_POL,FALSE,FALSE,32,POACEAE,Brachypodium,distachyon,NATURALIZED
Spring_2020,C,MGP_03_POL,FALSE,FALSE,12,PLANTAGINACEAE,Plantago,lanceolata,NATURALIZED
Spring_2020,C,MGP_03_POL,FALSE,FALSE,36,POACEAE,Briza,maxima,NATURALIZED
Spring_2020,C,MGP_03_POL,FALSE,FALSE,8,POACEAE,Stipa,pulchra,NATIVE
Spring_2020,C,MGP_03_POL,FALSE,FALSE,14,POACEAE,UNKNOWN POACEAE,UNKNOWN POACEAE,UNKNOWN
Spring_2020,C,MGP_03_POL,FALSE,FALSE,0,POACEAE,Cynosurus,echinatus,NATURALIZED
Spring_2020,C,MGP_03_POL,FALSE,FALSE,1,ASTERACEAE,Hypochaeris,radicata,NATURALIZED
Spring_2020,C,MGP_03_POL,FALSE,FALSE,5,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Spring_2020,C,MGP_03_POL,FALSE,FALSE,5,POACEAE,Avena,barbata,NATURALIZED
Spring_2020,C,MGP_03_POL,FALSE,FALSE,0,PHRYMACEAE,Diplacus,aurantiacus,NATIVE
Spring_2020,C,MGP_03_POL,FALSE,FALSE,1,MYRSINACEAE,Lysimachia,arvensis,NATURALIZED
Spring_2020,C,MGP_03_POL,FALSE,FALSE,1,POACEAE,Festuca,bromoides,NATURALIZED
Spring_2020,C,MGP_03_POL,FALSE,FALSE,1,FABACEAE,VISCIA,UNKNOWN VISCIA,UNKNOWN
Spring_2020,C,MGP_03_POL,FALSE,FALSE,1,POACEAE,Danthonia,californica,NATIVE
Spring_2021,C,MGP_03_POL,FALSE,FALSE,19,POACEAE,Brachypodium,distachyon,NATURALIZED
Spring_2021,C,MGP_03_POL,FALSE,FALSE,13,PLANTAGINACEAE,Plantago,lanceolata,NATURALIZED
Spring_2021,C,MGP_03_POL,FALSE,FALSE,13,POACEAE,Rytidosperma,penicillatum,NATURALIZED
Spring_2021,C,MGP_03_POL,FALSE,FALSE,9,POACEAE,Avena,barbata,NATURALIZED
Spring_2021,C,MGP_03_POL,FALSE,FALSE,3,CONVOLVULACEAE,Dichondra,donelliana,NATIVE
Spring_2021,C,MGP_03_POL,FALSE,FALSE,3,LINACEAE,Linum,bienne,NATURALIZED
Spring_2021,C,MGP_03_POL,FALSE,FALSE,3,POACEAE,Stipa,pulchra,NATIVE
Spring_2021,C,MGP_03_POL,FALSE,FALSE,1,FABACEAE,Vicia,sativa,NATURALIZED
Spring_2021,C,MGP_03_POL,FALSE,FALSE,2,POACEAE,POACEAE,UNKNOWN POACEAE,UNKNOWN
Spring_2021,C,MGP_03_POL,FALSE,FALSE,0,ASTERACEAE,Hypochaeris,radicata,NATURALIZED
Spring_2021,C,MGP_03_POL,FALSE,FALSE,0,POACEAE,Briza,maxima,NATURALIZED
Spring_2021,C,MGP_03_POL,FALSE,FALSE,14,LITTER,LITTER,LITTER,NOTPLANT
Spring_2021,B,MGP_03_POL,FALSE,FALSE,2,BARE GROUND,BARE GROUND,BARE GROUND,NOTPLANT
Spring_2021,B,MGP_03_POL,FALSE,FALSE,2,LITTER,LITTER,LITTER,NOTPLANT
Spring_2021,B,MGP_03_POL,FALSE,FALSE,9,POACEAE,Briza,maxima,NATURALIZED
Spring_2021,B,MGP_03_POL,FALSE,FALSE,12,POACEAE,Rytidosperma,penicillatum,NATURALIZED
Spring_2021,B,MGP_03_POL,FALSE,FALSE,6,PLANTAGINACEAE,Plantago,lanceolata,NATURALIZED
Spring_2021,B,MGP_03_POL,FALSE,FALSE,14,CAPRIFOLIACEAE,Lonicera,hispidula,NATIVE
Spring_2021,B,MGP_03_POL,FALSE,FALSE,5,ROSACEAE,Fragaria,vesca,NATIVE
Spring_2021,B,MGP_03_POL,FALSE,FALSE,1,AGAVACEAE,Chlorogalum,pomeridianum,NATIVE
Spring_2021,B,MGP_03_POL,FALSE,TRUE,5,ASTERACEAE,Baccharis,pilularis,NATIVE
Spring_2021,B,MGP_03_POL,FALSE,FALSE,1,POACEAE,Avena,barbata,NATURALIZED
Spring_2021,B,MGP_03_POL,FALSE,FALSE,8,POACEAE,Danthonia,californica,NATIVE
Spring_2021,B,MGP_03_POL,FALSE,FALSE,0,POACEAE,Bromus,vulgaris,NATIVE
Spring_2021,B,MGP_03_POL,FALSE,FALSE,7,POACEAE,POACEAE,UNKNOWN POACEAE,UNKNOWN
Spring_2021,B,MGP_03_POL,FALSE,FALSE,10,POACEAE,Brachypodium,distachyon,NATURALIZED
Spring_2021,B,MGP_03_POL,FALSE,FALSE,13,POACEAE,POACEAE,UNKNOWN POACEAE,UNKNOWN
Spring_2021,B,MGP_03_POL,FALSE,FALSE,7,ROSACEAE,Rubus,ursinus,NATIVE
Spring_2021,B,MGP_03_POL,FALSE,FALSE,2,MELANTHIACEAE,Toxicoscordion,fremontii,NATIVE
Spring_2021,B,MGP_03_POL,FALSE,FALSE,0,ROSACEAE,Cotoneaster,pannosus,NATURALIZED
Spring_2021,B,MGP_03_POL,FALSE,FALSE,0,LINACEAE,Linum,bienne,NATURALIZED
Spring_2021,B,MGP_03_POL,TRUE,TRUE,3,ASTERACEAE,Baccharis,pilularis,NATIVE
Spring_2021,B,MGP_03_POL,FALSE,FALSE,0,GERANIACEAE,Geranium,dissectum,NATURALIZED
Spring_2021,C,MGP_03_POL,FALSE,FALSE,6,LITTER,LITTER,LITTER,NOTPLANT
Spring_2021,C,MGP_03_POL,FALSE,FALSE,6,ASTERACEAE,Baccharis,pilularis,NATIVE
Spring_2021,C,MGP_03_POL,FALSE,FALSE,13,POACEAE,Stipa,pulchra,NATIVE
Spring_2021,C,MGP_03_POL,FALSE,FALSE,27,POACEAE,Brachypodium,distachyon,NATURALIZED
Spring_2021,C,MGP_03_POL,FALSE,FALSE,2,LINACEAE,Linum,bienne,NATURALIZED
Spring_2021,C,MGP_03_POL,FALSE,FALSE,3,POACEAE,Rytidosperma,penicillatum,NATURALIZED
Spring_2021,C,MGP_03_POL,FALSE,FALSE,3,ASTERACEAE,Hypochaeris,radicata,NATURALIZED
Spring_2021,C,MGP_03_POL,FALSE,FALSE,1,POACEAE,Briza,maxima,NATURALIZED
